AGENCY,UPLOADED ON,VALUE
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,9160
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,10000
Department of State,2/26/2025,9999
Department of State,2/26/2025,9998
Department of State,2/26/2025,9996
Department of State,2/26/2025,9994
Department of State,2/26/2025,9985
Department of State,2/26/2025,9982
Department of State,2/26/2025,9975
Department of State,2/26/2025,9970
Department of State,2/26/2025,9970
Department of State,2/26/2025,9970
Department of State,2/26/2025,9963
Department of State,2/26/2025,9950
Department of State,2/26/2025,9950
Department of State,2/26/2025,9950
Department of State,2/26/2025,9937
Department of State,2/26/2025,9910
Department of State,2/26/2025,9893
Department of State,2/26/2025,9890
Department of State,2/26/2025,9874
Department of State,2/26/2025,10000
Department of State,2/26/2025,9850
Department of State,2/26/2025,9850
Department of State,2/26/2025,9817
Department of State,2/26/2025,9810
Department of State,2/26/2025,9800
Department of State,2/26/2025,9786
Department of State,2/26/2025,9773
Department of State,2/26/2025,9748
Department of State,2/26/2025,9700
Department of State,2/26/2025,9700
Department of State,2/26/2025,9615
Department of State,2/26/2025,9600
Department of State,2/26/2025,9554
Department of State,2/26/2025,9531
Department of State,2/26/2025,9870
Department of State,2/26/2025,9520
Department of State,2/26/2025,9500
Department of State,2/26/2025,9500
Department of State,2/26/2025,9500
Department of State,2/26/2025,9459
Department of State,2/26/2025,9450
Department of State,2/26/2025,9400
Department of State,2/26/2025,9400
Department of State,2/26/2025,9398
Department of State,2/26/2025,9380
Department of State,2/26/2025,9363
Department of State,2/26/2025,9343
Department of State,2/26/2025,9323
Department of State,2/26/2025,9300
Department of State,2/26/2025,9300
Department of State,2/26/2025,9285
Department of State,2/26/2025,9272
Department of State,2/26/2025,9245
Department of State,2/26/2025,9242
Department of State,2/26/2025,9222
Department of State,2/26/2025,9160
Department of State,2/26/2025,9159
Department of State,2/26/2025,9094
Department of State,2/26/2025,9068
Department of State,2/26/2025,9062
Department of State,2/26/2025,9060
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,9000
Department of State,2/26/2025,8961
Department of State,2/26/2025,8860
Department of State,2/26/2025,8860
Department of State,2/26/2025,8859
Department of State,2/26/2025,8850
Department of State,2/26/2025,8840
Department of State,2/26/2025,8840
Department of State,2/26/2025,8830
Department of State,2/26/2025,8812
Department of State,2/26/2025,8800
Department of State,2/26/2025,8800
Department of State,2/26/2025,8798
Department of State,2/26/2025,8770
Department of State,2/26/2025,8760
Department of State,2/26/2025,8740
Department of State,2/26/2025,8727
Department of State,2/26/2025,8710
Department of State,2/26/2025,8695
Department of State,2/26/2025,8689
Department of State,2/26/2025,8640
Department of State,2/26/2025,8620
Department of State,2/26/2025,8600
Department of State,2/26/2025,8600
Department of State,2/26/2025,8583
Department of State,2/26/2025,8569
Department of State,2/26/2025,8515
Department of State,2/26/2025,8514
Department of State,2/26/2025,8500
Department of State,2/26/2025,8500
Department of State,2/26/2025,8500
Department of State,2/26/2025,8400
Department of State,2/26/2025,8342
Department of State,2/26/2025,8232
Department of State,2/26/2025,8200
Department of State,2/26/2025,8200
Department of State,2/26/2025,9502
Department of State,2/26/2025,8111
Department of State,2/26/2025,8073
Department of State,2/26/2025,8063
Department of State,2/26/2025,8042
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8150
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,8000
Department of State,2/26/2025,7999
Department of State,2/26/2025,7980
Department of State,2/26/2025,7880
Department of State,2/26/2025,7855
Department of State,2/26/2025,7845
Department of State,2/26/2025,7800
Department of State,2/26/2025,20430
Department of State,2/26/2025,7747
Department of State,2/26/2025,7710
Department of State,2/26/2025,7700
Department of State,2/26/2025,7700
Department of State,2/26/2025,7775
Department of State,2/26/2025,7600
Department of State,2/26/2025,7600
Department of State,2/26/2025,7600
Department of State,2/26/2025,7600
Department of State,2/26/2025,7600
Department of State,2/26/2025,7575
Department of State,2/26/2025,7500
Department of State,2/26/2025,7500
Department of State,2/26/2025,7500
Department of State,2/26/2025,7500
Department of State,2/26/2025,7500
Department of State,2/26/2025,7480
Department of State,2/26/2025,7470
Department of State,2/26/2025,7462
Department of State,2/26/2025,7395
Department of State,2/26/2025,7395
Department of State,2/26/2025,7370
Department of State,2/26/2025,7350
Department of State,2/26/2025,7300
Department of State,2/26/2025,7280
Department of State,2/26/2025,7268
Department of State,2/26/2025,7260
Department of State,2/26/2025,7250
Department of State,2/26/2025,7216
Department of State,2/26/2025,7200
Department of State,2/26/2025,7180
Department of State,2/26/2025,7180
Department of State,2/26/2025,7100
Department of State,2/26/2025,7080
Department of State,2/26/2025,7080
Department of State,2/26/2025,7060
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7615
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,7000
Department of State,2/26/2025,6998
Department of State,2/26/2025,6997
Department of State,2/26/2025,6984
Department of State,2/26/2025,6947
Department of State,2/26/2025,6922
Department of State,2/26/2025,6895
Department of State,2/26/2025,6880
Department of State,2/26/2025,6847
Department of State,2/26/2025,6800
Department of State,2/26/2025,6720
Department of State,2/26/2025,6700
Department of State,2/26/2025,6700
Department of State,2/26/2025,6640
Department of State,2/26/2025,6633
Department of State,2/26/2025,6600
Department of State,2/26/2025,6600
Department of State,2/26/2025,6580
Department of State,2/26/2025,6510
Department of State,2/26/2025,6500
Department of State,2/26/2025,6500
Department of State,2/26/2025,6477
Department of State,2/26/2025,6450
Department of State,2/26/2025,34200
Department of State,2/26/2025,6450
Department of State,2/26/2025,6420
Department of State,2/26/2025,6350
Department of State,2/26/2025,6300
Department of State,2/26/2025,6300
Department of State,2/26/2025,6300
Department of State,2/26/2025,6251
Department of State,2/26/2025,6230
Department of State,2/26/2025,6200
Department of State,2/26/2025,6159
Department of State,2/26/2025,6150
Department of State,2/26/2025,6144
Department of State,2/26/2025,6120
Department of State,2/26/2025,6120
Department of State,2/26/2025,6072
Department of State,2/26/2025,6050
Department of State,2/26/2025,6027
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,6000
Department of State,2/26/2025,5995
Department of State,2/26/2025,5984
Department of State,2/26/2025,5950
Department of State,2/26/2025,5884
Department of State,2/26/2025,5872
Department of State,2/26/2025,5850
Department of State,2/26/2025,5800
Department of State,2/26/2025,5773
Department of State,2/26/2025,5750
Department of State,2/26/2025,5600
Department of State,2/26/2025,5560
Department of State,2/26/2025,5524
Department of State,2/26/2025,5508
Department of State,2/26/2025,5500
Department of State,2/26/2025,5500
Department of State,2/26/2025,5490
Department of State,2/26/2025,5440
Department of State,2/26/2025,5400
Department of State,2/26/2025,5390
Department of State,2/26/2025,5360
Department of State,2/26/2025,5320
Department of State,2/26/2025,5272
Department of State,2/26/2025,5250
Department of State,2/26/2025,5155
Department of State,2/26/2025,5040
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
Department of State,2/26/2025,5000
